VALUE	VALUE_SAVED	NAME	DESCRIPTION	UNIT	TYPE	TYPE_ID	VISIBLE	STATECHART	INSTANCE	LOWER_LIMIT	UPPER_LIMIT	VALIDATE	ID	INSTANCE_ID	STATECHART_ID	SET_ID	SET_ID_SAVED
371794.0000000000	371794.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head1	0	6	0	182	28	21	46	0
0	0	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head2	-2	50	1	170	29	21	46	0
SLOT01:AXIS02	SLOT01:AXIS02	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head2	-2	50	1	162	29	21	46	0
TMA-AZ-ENC-ELV-0003	TMA-AZ-ENC-ELV-0003	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head2	-2	50	1	389	29	21	46	0
3.0000000000	3.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head2	1	4	1	720	29	21	46	0
1.2104339410E-5	1.2104339410E-5	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head2	0	0	0	191	29	21	46	0
56764.0000000000	56764.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head2	0	6	0	183	29	21	46	0
1	1	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head3	-2	50	1	171	30	21	46	0
SLOT02:AXIS01	SLOT02:AXIS01	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head3	-2	50	1	163	30	21	46	0
TMA-AZ-ENC-AZM-0002	TMA-AZ-ENC-AZM-0002	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head3	-2	50	1	386	30	21	46	0
2.0000000000	2.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head3	1	4	1	721	30	21	46	0
5.0517260000E-6	5.0517260000E-6	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head3	0	0	0	192	30	21	46	0
608602.0000000000	608602.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head3	0	6	0	184	30	21	46	0
0	0	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head4	-2	50	1	174	31	21	46	0
SLOT02:AXIS02	SLOT02:AXIS02	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head4	-2	50	1	164	31	21	46	0
TMA-AZ-ENC-ELV-0001	TMA-AZ-ENC-ELV-0001	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head4	-2	50	1	390	31	21	46	0
1.0000000000	1.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head4	1	4	1	722	31	21	46	0
-1.2104339410E-5	-1.2104339410E-5	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head4	0	0	0	193	31	21	46	0
143236.0000000000	143236.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head4	0	6	0	185	31	21	46	0
1	1	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head5	-2	50	1	172	32	21	46	0
SLOT03:AXIS01	SLOT03:AXIS01	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head5	-2	50	1	165	32	21	46	0
TMA-AZ-ENC-AZM-0003	TMA-AZ-ENC-AZM-0003	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head5	-2	50	1	387	32	21	46	0
3.0000000000	3.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head5	1	4	1	723	32	21	46	0
5.051726E-6	5.051726E-6	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head5	0	0	0	194	32	21	46	0
993249.0000000000	993249.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head5	0	6	0	186	32	21	46	0
0	0	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head6	-2	50	1	175	33	21	46	0
SLOT03:AXIS02	SLOT03:AXIS02	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head6	-2	50	1	166	33	21	46	0
TMA-AZ-ENC-ELV-0004	TMA-AZ-ENC-ELV-0004	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head6	-2	50	1	391	33	21	46	0
4.0000000000	4.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head6	1	4	1	724	33	21	46	0
1.2104339410E-5	1.2104339410E-5	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head6	0	0	0	195	33	21	46	0
3022.0000000000	3022.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head6	0	6	0	187	33	21	46	0
1	1	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head7	-2	50	1	173	34	21	46	0
SLOT04:AXIS01	SLOT04:AXIS01	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head7	-2	50	1	167	34	21	46	0
TMA-AZ-ENC-AZM-0004	TMA-AZ-ENC-AZM-0004	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head7	-2	50	1	388	34	21	46	0
4.0000000000	4.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head7	1	4	1	725	34	21	46	0
5.0517260000E-6	5.0517260000E-6	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head7	0	0	0	196	34	21	46	0
1230104.0000000000	1230104.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head7	0	6	0	188	34	21	46	0
0	0	Azimuth Axis	If True the head is a azimuth axis head, otherwise is for elevation		BOOLEAN	1	0	EncoderSystem	Head8	-2	50	1	176	35	21	46	0
SLOT04:AXIS02	SLOT04:AXIS02	EIB Input Name	Input name of the head definition in the EIB		STRING	3	0	EncoderSystem	Head8	-2	50	1	168	35	21	46	0
TMA-AZ-ENC-ELV-0002	TMA-AZ-ENC-ELV-0002	Head Name	Name of the head according to Empersarios naming		STRING	3	0	EncoderSystem	Head8	-2	50	1	392	35	21	46	0
2.0000000000	2.0000000000	NSV_LinkID	This ID is used to link the encoder head data to the corresponding NSV. The options are 1, 2 ,3 or 4. 		DOUBLE	2	1	EncoderSystem	Head8	1	4	1	726	35	21	46	0
-1.2104339410E-5	-1.2104339410E-5	Position Gain	Convert from periods to rad or periods/s to rad/s	rad/periods	DOUBLE	2	1	EncoderSystem	Head8	0	0	0	197	35	21	46	0
196789.0000000000	196789.0000000000	Position Offset	Position offset of the head to do all heads read the same value after referencing	i.u.	DOUBLE	2	1	EncoderSystem	Head8	0	6	0	189	35	21	46	0
1	0	DisableElevationPsotionCheck	This is for disabling the elevation position check, this allows inserting the LP without checking the elevation position.		BOOLEAN	1	1	LockingPins	General	0	0	0	1419	41	23	0	0
89.0000000000	89.0000000000	ElevationPosNinetyMinus	This is the - limit for the Elevation axis to be able to insert the LP at 90 degrees for EL axis. 	deg	DOUBLE	2	1	LockingPins	General	89	91	1	274	41	23	46	0
91.0000000000	91.0000000000	ElevationPosNinetyPlus	This is the + limit for the Elevation axis to be able to insert the LP at 90 degrees for EL axis.	deg	DOUBLE	2	1	LockingPins	General	89	91	1	273	41	23	46	0
-1.0000000000	-1.0000000000	ElevationPosZeroMinus	This is the - limit for the Elevation axis to be able to insert the LP at 0 degrees for EL axis.	deg	DOUBLE	2	1	LockingPins	General	-2	1	1	272	41	23	46	0
1.0000000000	1.0000000000	ElevationPosZeroPlus	This is the + limit for the Elevation axis to be able to insert the LP at 0 degrees for EL axis.	deg	DOUBLE	2	1	LockingPins	General	-1	2	1	271	41	23	46	0
1400.LP	1400.LP	SystemSource	This is the identifier for the system used when publishing the Alarm source.		STRING	3	0	LockingPins	General	1	7	0	530	41	23	46	0
1000.0000000000	1000.0000000000	DefaultAcceleration	Default acceleration used by the motor to move	mm/s^2	DOUBLE	2	1	LockingPins	LockingPin1	500	2500	1	265	42	23	46	0
4000.0000000000	4000.0000000000	DefaultJerk	Default Jerk used by the motor to move	mm/s^3	DOUBLE	2	1	LockingPins	LockingPin1	1000	5000	1	266	42	23	46	0
2.0000000000	2.0000000000	DefaultSpeed	Default Speed used by the motor to move	mm/s	DOUBLE	2	1	LockingPins	LockingPin1	0	10	1	264	42	23	46	0
-2.0000000000	-2.0000000000	FreePosition	Position to move locking pin where the elevation axis is free to move	mm	DOUBLE	2	0	LockingPins	LockingPin1	0	0	0	269	42	23	46	0
LP X+	LP X+	ID String	This is the identifier for the cover in string format.		STRING	3	1	LockingPins	LockingPin1	0	0	0	528	42	23	46	0
85.0000000000	85.0000000000	LockPosition	Position to move locking pin where the elevation axis is locked	mm	DOUBLE	2	0	LockingPins	LockingPin1	0	0	0	268	42	23	46	0
7.6000000000	7.6000000000	Max Critical Speed	Max speed alloable. Above this limit the event system will trigger an alarm	mm/s	DOUBLE	2	1	LockingPins	LockingPin1	0	10	1	295	42	23	46	0
92.0000000000	92.0000000000	Max Position	The maximum position of the locking pin motor, at which an error is fired.	mm	DOUBLE	2	1	LockingPins	LockingPin1	42	95	1	397	42	23	46	0
7.5000000000	7.5000000000	Max Speed	The maximum speed of the locking pin motor, if the speed is greater than this the command is rejected.	mm/s	DOUBLE	2	1	LockingPins	LockingPin1	0	10	1	261	42	23	46	0
-3.000000	-3.000000	Min Position	The minimum position of the balancing motor, at which an error is fired.	mm	DOUBLE	2	1	LockingPins	LockingPin1	-10	5	1	399	42	23	46	0
19.0000000000	19.0000000000	MotorID			DOUBLE	2	0	LockingPins	LockingPin1	0	0	0	270	42	23	46	0
-1.0000000000	-1.0000000000	MoveVelocity_Trns_Timeout	Timeout for a move velocity command. -1 no timeout	ms	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	259	42	23	46	0
140.0000000000	140.0000000000	Move_Trans_TimeMargin	Margin to apply to calculation time for specified movement before a timeout error occurs	%	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	260	42	23	46	0
10000.000000	10000.000000	OffTrans_Timeout	Power off transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	257	42	23	46	0
10000.000000	10000.000000	OnTrans_Timeout	Power on transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	256	42	23	46	0
5000.0000000000	5000.0000000000	ResetTrans_Timeout	Reset transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	758	42	23	46	0
7.0000000000	7.0000000000	Speed Limit	If this speed value is overcomed a speed limit warning will be triggered.	mm/s	DOUBLE	2	1	LockingPins	LockingPin1	0.01	10	1	824	42	23	46	0
5000.0000000000	5000.0000000000	StopTrans_Timeout	Maximum time allowed for a stop command	ms	DOUBLE	2	1	LockingPins	LockingPin1	0	0	0	258	42	23	46	0
45.0000000000	45.0000000000	TestPosition	Position to move locking pin where the elevation axis has the ability to perform small movemets. Position for testing and balancing	mm	DOUBLE	2	0	LockingPins	LockingPin1	0	0	0	267	42	23	46	0
1000.0000000000	1000.0000000000	DefaultAcceleration	Default acceleration used by the motor to move	mm/s^2	DOUBLE	2	1	LockingPins	LockingPin2	500	2500	1	275	43	23	46	0
4000.0000000000	4000.0000000000	DefaultJerk	Default Jerk used by the motor to move	mm/s^3	DOUBLE	2	1	LockingPins	LockingPin2	1000	5000	1	276	43	23	46	0
2.0000000000	2.0000000000	DefaultSpeed	Default Speed used by the motor to move	mm/s	DOUBLE	2	1	LockingPins	LockingPin2	0	10	1	277	43	23	46	0
-1.0000000000	-1.0000000000	FreePosition	Position to move locking pin where the elevation axis is free to move	mm	DOUBLE	2	0	LockingPins	LockingPin2	0	0	0	282	43	23	46	0
LP X-	LP X-	ID String	This is the identifier for the cover in string format.		STRING	3	1	LockingPins	LockingPin2	0	0	0	529	43	23	46	0
85.0000000000	85.0000000000	LockPosition	Position to move locking pin where the elevation axis is locked	mm	DOUBLE	2	0	LockingPins	LockingPin2	0	0	0	283	43	23	46	0
7.6000000000	7.6000000000	Max Critical Speed	Max speed alloable. Above this limit the event system will trigger an alarm	mm/s	DOUBLE	2	1	LockingPins	LockingPin2	0	10	1	296	43	23	46	0
92.0000000000	92.0000000000	Max Position	The maximum position of the locking pin motor, at which an error is fired.	mm	DOUBLE	2	1	LockingPins	LockingPin2	42	95	1	398	43	23	46	0
7.5000000000	7.5000000000	Max Speed	The maximum speed of the locking pin motor, if the speed is greater than this the command is rejected.	mm/s	DOUBLE	2	1	LockingPins	LockingPin2	0	10	1	286	43	23	46	0
-3.000000	-3.000000	Min Position	The minimum position of the balancing motor, at which an error is fired.	mm	DOUBLE	2	1	LockingPins	LockingPin2	-10	5	1	400	43	23	46	0
20.000000	20.000000	MotorID			DOUBLE	2	0	LockingPins	LockingPin2	0	0	0	287	43	23	46	0
-1.000000	-1.000000	MoveVelocity_Trns_Timeout	Timeout for a move velocity command. -1 no timeout	ms	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	288	43	23	46	0
140.0000000000	140.0000000000	Move_Trans_TimeMargin	Margin to apply to calculation time for specified movement before a timeout error occurs	%	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	289	43	23	46	0
10000.000000	10000.000000	OffTrans_Timeout	Power off transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	290	43	23	46	0
10000.000000	10000.000000	OnTrans_Timeout	Power on transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	291	43	23	46	0
5000.0000000000	5000.0000000000	ResetTrans_Timeout	Reset transition timeout	ms	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	759	43	23	46	0
7.0000000000	7.0000000000	Speed Limit	If this speed value is overcomed a speed limit warning will be triggered.	mm/s	DOUBLE	2	1	LockingPins	LockingPin2	0.01	10	1	825	43	23	46	0
5000.0000000000	5000.0000000000	StopTrans_Timeout	Maximum time allowed for a stop command	ms	DOUBLE	2	1	LockingPins	LockingPin2	0	0	0	292	43	23	46	0
45.0000000000	45.0000000000	TestPosition	Position to move locking pin where the elevation axis has the ability to perform small movemets. Position for testing and balancing	mm	DOUBLE	2	0	LockingPins	LockingPin2	0	0	0	293	43	23	46	0
1	1	Allow Relative Movements	Allow to move the telescope without doing reference in position mode		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	622	52	25	46	0
0	0	Command Relative Movements	The move commands will be relative movements if this parameter is true and otherwise absolute movements will be performed		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	647	52	25	46	0
0.0000000000	0.0000000000	Control Acceleration FeedForward Gain	Controller Acceleration feedforward gain	%	DOUBLE	2	0	MainAxis	Azimuth	0	100	1	655	52	25	46	0
1	1	Control Activate Speed FeedForward In Tracking?	The FeedForward for speed gain will be activated if the axis is in Tracking mode. Otherwise it will be deactivated. The activation will increase acording to Control FeedForward Activation Variation settings. Seet also Control Apply FeedForward? setting		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1413	52	25	46	0
0	0	Control Apply Speed FeedForward?	If this settings is True the speed feedfoward is always active otherwise could be active or not depending on the Control Activate FeedForward In Tracking? setting		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1415	52	25	46	0
1	1	Control Damping Active	For azimuth axis, activate the active damping control		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1054	52	25	46	0
1000.0000000000	1000.0000000000	Control Damping Max Allowed Force X Direction	The maximun allowed force for active damping control action in X direcction. This saturation affects only to active damping. Take into acount that active damping action is supporposed to rototation control action	N	DOUBLE	2	0	MainAxis	Azimuth	300	1500	1	1420	52	25	46	0
1000.0000000000	1000.0000000000	Control Damping Max Allowed Force Y Direction	The maximun allowed force for active damping control action in Y direcction. This saturation affects only to active damping. Take into acount that active damping action is supporposed to rototation control action	N	DOUBLE	2	0	MainAxis	Azimuth	300	1500	1	1422	52	25	46	0
0.0000000000	0.0000000000	Control Damping X Direction Gain	Active controller gain for  X direction		DOUBLE	2	0	MainAxis	Azimuth	0	120	0	1056	52	25	46	0
4000000.0000000000	4000000.0000000000	Control Damping Y Direction Gain	Active controller gain for  Y direction		DOUBLE	2	0	MainAxis	Azimuth	0	120	0	1057	52	25	46	0
8670000.0000000000	8670000.0000000000	Control Inertia	Inertia of the axis	kg*m^2	DOUBLE	2	0	MainAxis	Azimuth	0	120	0	656	52	25	46	0
0	0	Control Integral Disabled	The integral action of the controller is disabled		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	657	52	25	46	0
45.0000000000	45.0000000000	Control Kp (Speed Error Gain)	Speed error gain to use in the controller	rad/s	DOUBLE	2	0	MainAxis	Azimuth	4	12	0	652	52	25	46	0
8.0000000000	8.0000000000	Control Kv (Position Error Gain)	Position error gain to use in the controller	rad/s	DOUBLE	2	0	MainAxis	Azimuth	4	12	0	651	52	25	46	0
6500.0000000000	6500.0000000000	Control Maximun Torque Variation	Maximun allowed torque varition. There is a filter in the controller that allows the value of this settings as maximun change between iterations	N*m	DOUBLE	2	0	MainAxis	Azimuth	0	120	0	715	52	25	46	0
0.0020000000	0.0020000000	Control Speed FeedForward Activation Variation	The speed feedforward gain will increase this value every iteration until the requiered value in Control Speed FeedFoward setting is achieved. Decrease of the value will be made next iteration and this setting has no effect.		DOUBLE	2	0	MainAxis	Azimuth	0.0001	0.1	0	1417	52	25	46	0
100.0000000000	100.0000000000	Control Speed FeedForward Gain	Controller Speed feedforward gain	%	DOUBLE	2	0	MainAxis	Azimuth	0	100	0	654	52	25	46	0
0.1000000000	0.1000000000	Control Ti (Integral time)	Integral time for the controller	s	DOUBLE	2	0	MainAxis	Azimuth	4	12	0	653	52	25	46	0
3.0000000000	3.0000000000	EUI Default Acceleration	Default acceleration in EUI command mode	deg/s^2	DOUBLE	2	1	MainAxis	Azimuth	0.1	10.5	1	556	52	25	46	0
14.0000000000	14.0000000000	EUI Default Jerk	Default Jerk in EUI command mode	deg/s^3	DOUBLE	2	1	MainAxis	Azimuth	0.1	42	1	620	52	25	46	0
2.0000000000	2.0000000000	EUI Default Velocity	Default velocity in EUI command mode	deg/s	DOUBLE	2	1	MainAxis	Azimuth	0	10	1	555	52	25	46	0
10.000000	10.000000	EUI Max Acceleration	Maximun allowed acceleration in EUI command mode	deg/s^2	DOUBLE	2	1	MainAxis	Azimuth	1	10.5	1	547	52	25	46	0
24.0000000000	24.0000000000	EUI Max Jerk	Maximum Jerk in EUI command mode	deg/s^3	DOUBLE	2	1	MainAxis	Azimuth	0.1	48	1	621	52	25	46	0
10.0000000000	10.0000000000	EUI Max Velocity	Maximun allowed velocity in EUI command mode	deg/s	DOUBLE	2	1	MainAxis	Azimuth	1	10	1	541	52	25	46	0
0.500000	0.500000	HHD Default Acceleration	Default acceleration in HHD command mode	deg/s^2	DOUBLE	2	1	MainAxis	Azimuth	0.1	1.5	1	557	52	25	46	0
1.0000000000	1.0000000000	HHD Default Jerk	Default Jerk in HHD command mode	deg/s^3	DOUBLE	2	1	MainAxis	Azimuth	0.1	14	1	638	52	25	46	0
0.500000	0.500000	HHD Default Velocity	Default velocity in HHD command mode	deg/s	DOUBLE	2	1	MainAxis	Azimuth	0	1.5	1	558	52	25	46	0
1.0000000000	1.0000000000	HHD Max Acceleration	Maximun allowed acceleration in HHD command mode	deg/s^2	DOUBLE	2	1	MainAxis	Azimuth	0.5	1.5	1	548	52	25	46	0
28.0000000000	28.0000000000	HHD Max Jerk	Maximum Jerk in HHD command mode	deg/s^3	DOUBLE	2	1	MainAxis	Azimuth	0.1	14	1	639	52	25	46	0
1.0000000000	1.0000000000	HHD Max Velocity	Maximun allowed velocity in HHD command mode	deg/s	DOUBLE	2	1	MainAxis	Azimuth	1	1.5	1	543	52	25	46	0
0.1000000000	0.1000000000	Homing Acceleration	Acceleration for Homming procedure	deg/s^2	DOUBLE	2	0	MainAxis	Azimuth	0.1	0.5	1	687	52	25	46	0
1.0000000000	1.0000000000	Homing Jerk	Jerk for Homming procedure	deg/s^3	DOUBLE	2	1	MainAxis	Azimuth	0.5	5	1	689	52	25	46	0
0.1000000000	0.1000000000	Homing Speed	Speed for Homming procedure	deg/s	DOUBLE	2	1	MainAxis	Azimuth	0.01	0.2	1	683	52	25	46	0
1	1	Homing Start in Positive Direction	If True the start direcction will be possitive one, otherwise it will try in negative direction first		BOOLEAN	1	1	MainAxis	Azimuth	0.01	0.2	1	685	52	25	46	0
0.0100000000	0.0100000000	In Position Margin	This value is used to send the in position event	deg	DOUBLE	2	0	MainAxis	Azimuth	4	12	0	1060	52	25	46	0
16.0000000000	16.0000000000	Limits Active Drives	Bellow this value the system will send a warning		DOUBLE	2	0	MainAxis	Azimuth	15	16	1	1231	52	25	46	0
5.0000000000	5.0000000000	Limits AZCW Critical Deviation Value	Maximun allowed deviation between AZCW and AZ verification value. If this value is overcomed an alarm will be generated in azimuth		DOUBLE	2	0	MainAxis	Azimuth	0.1	28	0	1229	52	25	46	0
0	0	Limits AZCW Deviation Enable	Maximun allowed deviation between AZCW and AZ verification is enabled		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1228	52	25	46	0
4.0000000000	4.0000000000	Limits AZCW Maximum Deviation Value	Maximun allowed deviation between AZCW and AZ verification value. If this value is overcomed a warning will be generated in azimuth		DOUBLE	2	0	MainAxis	Azimuth	0.1	28	0	1230	52	25	46	0
1	1	Limits Following Error enable	Enable the following error	deg	BOOLEAN	1	0	MainAxis	Azimuth	0	0	0	1330	52	25	46	0
1.5000000000	1.5000000000	Limits Following Error Value	Set the maximun allowed following error	deg	DOUBLE	2	0	MainAxis	Azimuth	1.2	3	1	710	52	25	46	0
1	1	Limits Max Position enable	Maximun allowed postion command verification is enabled	deg	BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1181	52	25	46	0
260.000000	260.000000	Limits Max Position value	Maximun allowed postion command	deg	DOUBLE	2	1	MainAxis	Azimuth	250	272	1	1179	52	25	46	0
1	1	Limits Min Position enable	Maximun allowed postion command verification is enabled	deg	BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1182	52	25	46	0
-260.000000	-260.000000	Limits Min Position value	Minimum allowed position command	deg	DOUBLE	2	1	MainAxis	Azimuth	-272	-250	1	1180	52	25	46	0
1	1	Limits Negative Adjustable Software limit enable	Enable negative adjustable software limit		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1244	52	25	46	0
-265.0000000000	-265.0000000000	Limits Negative Adjustable Software limit value	Vaue for Negative adjustable software limit. \nThis limit will be valid if it is enabled indepent if the axis may move in relative mode	deg	DOUBLE	2	1	MainAxis	Azimuth	Limits Negative Software limit value	-200	1	1245	52	25	46	0
1	1	Limits Negative Limit Switch enable	Enable negative Limit Switch		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1178	52	25	46	0
0	0	Limits Negative Operational Limit Switch enable	Enable negative Operational limit switch		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1249	52	25	46	0
1	1	Limits Negative Positive Software limit enable	Enable positive software limit in softmotion. Over this limit the axis does not allow any movement.		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1360	52	25	46	0
1	1	Limits Negative Software limit enable	Enable negative software limit		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	624	52	25	46	0
-265.0000000000	-265.0000000000	Limits Negative Software limit value	Value for negative software limit. \nThis limit will be valid if it is enabled independent if the axis may move in relative mode	deg	DOUBLE	2	1	MainAxis	Azimuth	-275	-200	1	625	52	25	46	0
1	1	Limits Overspeed enable	Enable the overspeed limit, does not affect the warning.	deg/s	BOOLEAN	1	1	MainAxis	Azimuth	0	0	0	1328	52	25	46	0
8.5000000000	8.5000000000	Limits Overspeed Value	If this speed value is overcomed an the critical speed limit alarm will be triggered.	deg/s	DOUBLE	2	1	MainAxis	Azimuth	0	10.2	1	706	52	25	46	0
8.0000000000	8.0000000000	Limits Overspeed Warning Value	If this speed value is overcomed a speed limit warning will be triggered.	deg/s	DOUBLE	2	1	MainAxis	Azimuth	0	10.1	1	1176	52	25	46	0
1	1	Limits Positive Adjustable Software limit enable	Enable positive adjustable software limit		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1246	52	25	46	0
265.0000000000	265.0000000000	Limits Positive Adjustable Software limit value	Vaue for Positive adjustable software limit. \nThis limit will be valid if it is enabled indepent if the axis may move in relative mode	deg	DOUBLE	2	1	MainAxis	Azimuth	200	270	1	1247	52	25	46	0
1	1	Limits Positive Limit Switch enable	Enable positive Limit Switch		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1177	52	25	46	0
0	0	Limits Positive Operational Limit Switch enable	Enable positive Operational imit switch		BOOLEAN	1	0	MainAxis	Azimuth	0.1	28	1	1248	52	25	46	0
1	1	Limits Positive Software limit enable	Enable positive software limit		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	626	52	25	46	0
265.0000000000	265.0000000000	Limits Positive Software limit value	Vaue for Positive software limit. \nThis limit will be valid if it is enabled indepent if the axis may move in relative mode	deg	DOUBLE	2	1	MainAxis	Azimuth	200	275	1	627	52	25	46	0
1	1	Limits Softmotion Negative Software limit enable	Enable positive software limit in softmotion. Bellow this limit the axis does not allow any movement.		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1359	52	25	46	0
-275.0000000000	-275.0000000000	Limits Softmotion Negative Software limit value	Vaue for softmotion Positive software limit. \nBellow this limit the axis does not allow any movement. This limit must allow all desired movements, also maintenance movements to safety limits	deg	DOUBLE	2	1	MainAxis	Azimuth	-275	-200	1	1361	52	25	46	0
1	1	Limits Softmotion Positive Software limit enable	Enable positive software limit in softmotion. Over this limit the axis does not allow any movement.		BOOLEAN	1	1	MainAxis	Azimuth	0.1	28	1	1357	52	25	46	0
275.0000000000	275.0000000000	Limits Softmotion Positive Software limit value	Vaue for softmotion Positive software limit. \nOver this limit the axis does not allow any movement. This limit must allow all desired movements, also maintenance movements to safety limits	deg	DOUBLE	2	1	MainAxis	Azimuth	200	275	1	1358	52	25	46	0
0.2000000000	0.2000000000	OVERRIDE Default Acceleration	Default acceleration when a safety override of limit swithes is active	deg/s^2	DOUBLE	2	0	MainAxis	Azimuth	0.1	1	1	561	52	25	46	0
1.0000000000	1.0000000000	OVERRIDE Default Jerk	Default jerk when a safety override of limit swithes is active	deg/s^3	DOUBLE	2	0	MainAxis	Azimuth	0.1	28	1	642	52	25	46	0
